,stars,review_body,review_title,language,product_category,opinion
4306,3,Mon fils regrette que la visière soit en plastic souple mais complète très bien le déguisement SWAT.,Fait son effet,fr,toy,mixed
332,4,J'avais mis un com négatif au départ car en fait c'était juste un problème de réseaux.... ou wifi.... j'arrive a voir les loulous même quand je suis suisse :-(,Genial,fr,pet_products,satisfied
2675,2,"Mesures qui varient, notamment en changeant de doigt : peut faire varier la mesure du taux Ox de 3 à 4 !!! Donc impossible de savoir la vraie valeur...",Mesure peu précise,fr,personal_care_appliances,non satisfied
8571,1,"I use Nads all the time, this company sold me old strips so the wax didn't work. What a way to waste money.",Expired wax,en,beauty,non satisfied
3679,2,"Fait le job mais qualité faible, notamment l'interrupteur...",Qualité limite...,fr,home,non satisfied
10785,2,Unfortunately it's rubbery material and everything sticks to it especially cat hair :-(,Attracts everything,en,electronics,mixed
4310,3,Un multiprise avec un nombre de branchement exacte aux souhaits avec 4 ports USB un peu serrés mais ça passe. ça fonctionne correctement depuis 2 semaines. Le seul point négatif ce qu'il est un peu cher.,Bon multiprise,fr,wireless,mixed
11925,2,Looks like it may rip[p at the seam in no time. Cheap plastic,Not high quality,en,luggage,mixed
3797,1,reçu manque trois rubans dans le colis,produit incomplet,fr,furniture,non satisfied
1074,4,"Bon outil de vissage,léger et puissant pour sa taille.En l'équipant d'un mandrin à queue hexagonale Wolfcraft,on peut parfaitement s'en servir comme petite perceuse.",Délicate à utiliser au début.,fr,home_improvement,satisfied
4356,3,le produit est conforme mais l’exécution du transfert de fichiers est très long... Produit fragile qui nécessite protection.,correct mais...,fr,pc,mixed
10485,2,Way too sweet!! It has a great brownie flavor and texture but the cloying sweetness is absolutely revolting.,Too sweet,en,grocery,mixed
5457,3,"ventilateur correspondant, malheureusement il manquait la télécommande je suis handicapée et cet objet me manque beaucoup le dédommagement de 15€ ne remplace pas le manque",incomplet,fr,lawn_and_garden,mixed
3894,1,Problème de l'avant-pied Remède pire que le mal: réaction allergique violente due au matériau.,INUTILE,fr,drugstore,non satisfied
9521,1,Product broke less than 5 minutes of use. Not made of quality durable materials. Would not recommend.,Would NOT recommend,en,toy,non satisfied
11295,2,Super tiny crayons....the pics on the box make them seem bitter. More like some size. Bored with it fast.,Two Stars,en,toy,mixed
7889,3,Wasn't sure since this was a new author for me. This was a good introduction.,Good read,en,digital_ebook_purchase,satisfied
11903,2,Very small ring. The metal is not durable and the ring bends easily.,Tiny ring,en,jewelry,mixed
4402,3,"Bon produit, simple d’utilisation, pas de superflu. Il manque la température. Boutons simples et bien pensés. Mais ap 6 mois, il ne tient plus la charge. Ap la satisfaction jusque là, nous sommes déçu compte tenu du prix d’achat, plutot couteux.",Pbm de batterie,fr,baby_product,mixed
7809,3,"Cute shirt, but it’s shorter than I expected and it shrank up after first wash. I’ll try it on again, but it might be going back. I’m sad because I do really like the lace on the chest. It is a comfy cute shirt I just wish it was longer.","Cute, but shorter than expected.",en,apparel,satisfied
5144,3,Ce produit est correct : - le son est très fort ! Même au niveau le plus bas on entend bébé comme si il était dans la piece. C’est cool pour vérifier qu’il dort bien et respire bien par contre ça décoiffe quand il pleure !!! :) niveau son c’est ok. - image de jour. Top rien a dire. - image de nuit vraiment pas terrible. On voit une espèce de cercle dans lequel on voit en infra rouge mais bon pas terrible. Cf photo. Je suis assez déçue de l’image. Il faut vraiment éloigner la camera.,Pas mal son fort mais image très moyenne,fr,baby_product,mixed
1362,4,Étagère efficace. Un peu bancale mais pour le prix et les matériaux on ne va pas trop en demander . Ça tient c’est l’essentiel :),Pas mal,fr,home_improvement,satisfied
10130,2,I have yet to get halfway through. I'm an avid reader but can not seem to get into this series.,Could not hold my interest,en,digital_ebook_purchase,mixed
4949,3,"Installe sur ma Sandero 2 et sur la Opel Corsa de ma femme , ces sifflet ne semble pas effrayer ou causé aucune réaction sur le bestioles croisé sur la route ça on continue a le voir sur le bas côté figé comme d'habitude donc je sais pas si ça marche pas sur renard , chat , chevreuil parce-que sur ces bestioles que j'ai croisé ça a pas marché",Est véritablement efficace ?,fr,automotive,mixed
9050,1,"How will I ever know if it works for my dog if I can't even get him to eat one? I tried mixing it in with his food and the only thing left in his bowl is the Cosequin. Also, these are about the size of a nickel, not mini by any means. Lastly, it's not that soft and smells awful. Sigh.",Not so mini and smell awful,en,pet_products,non satisfied
11371,2,OK for easily repairable work. For the hard to get back to work or important work I went to separate copper crimps and high quality shrink.,OK for easily repairable work,en,home_improvement,mixed
11477,2,It’s not a bad book st all it’s just that I feel like the author goes off topic constantly trying to give examples of the point he is trying to make.,Not a bad book but could’ve been better.,en,book,mixed
10594,2,Just like Melissa Marino my latch broke off two days after my return time ended.,Great color but bad design.,en,other,mixed
3759,2,"La qualité n'est pas à la hauteur de la marque. La clé croche lors de son introduction dans le barillet, que ce soit d'un côté du barillet ou de l'autre et cela quelle que soit la clé utilisée. De même,le barillet est difficile à manoeuvrer",Qualité très moyenne loin de celle habituelle de la marque Bricard.,fr,home_improvement,non satisfied
11930,2,Picture is very deceiving. The compartments are th same side. Stain is more of red. Not very vintage as I thought it would be.,Deceiving picture,en,home,mixed
3214,2,La brosse abîme beaucoup mes cheveux. Elle les cassent et je trouve que ne démêle pas plus que n'importe quelle brosse. Et elle ne tient pas bien en main.,Abime les cheveux,fr,beauty,non satisfied
4923,3,"Déçue de ce produit !!! La partie du bas ne tient pas sur la partie du haut...se détache sans arrêt dès qu’on commence à mixer! Pour le prix et la marque, on s’attend vraiment à mieux...pas utiliser tout de suite donc impossible de le renvoyer pour se faire rembourser...vraiment très déçue !! Peut-être suis-je tombée sur une mauvaise série mais bref...il y en a des moins chers qui fonctionnent sûrement mieux !",Pas top du tout!!,fr,kitchen,mixed
3021,2,tissu trop fin pour les housses de couettes,pas trop bonne qualitée,fr,home,non satisfied
983,4,pas inscrit sur ma liste de contact pas de réponse Le répondeur est la .Pas de message :pas de rappel,je peux ne pas répondre aux aux sollicitations quotidiennes c'est a dire filtrer les appels,fr,wireless,satisfied
10501,2,All other molds are too big....,Only rabbit and car works...,en,kitchen,mixed
9967,1,"The seam is splitting after only using it for a month, I don't even use the side pockets.",The seams rip,en,kitchen,non satisfied
4320,3,pas chère avec finition pas génial mais répond à ma demande,Chevilles pour guitare de base,fr,musical_instruments,mixed
3732,2,Comment expliquer que ce produit achète moins de 6 euros en mars soit à +de 22 euros aujourd’hui pour la même contenance. Le produit est agréable mais quand même ...,Comment expliquer,fr,beauty,non satisfied
8762,1,Hair was crispy and smelled. Where do y'all store this hair. Maybe if I tried the longer length it will be better.,Nail Tech,en,beauty,non satisfied
2993,2,"Cartouches reçues dans un emballage un peu trop léger.Résultat:les deux cartouches(en alu) abimées ,j'ai dû les redresser, et l'une d'entre-elles n'a pu être utilisée qu'à moitié.Elles auraient dû être emballées dans un carton pour les protéger plus.",Très mauvais emballage,fr,home_improvement,non satisfied
2008,1,Pas pratique du tout Déçu car manque le cylindre en carton Je ne le recommande pas du tout Explicatif convaincant pour vendre mais pas la réalité,"Pas top , manque le cylindre en carton peu pratique déçu",fr,baby_product,non satisfied
7665,3,"Really like this shampoo and I ordered two bottles of it. When they arrived, both bottles had loose lids so there was shampoo all over.","Good product, not so great shipping",en,beauty,satisfied
904,5,Excellent et envoi rapide je prends note pour le prochain achat..,Produit de qualité,fr,grocery,satisfied
2544,2,Ce polissoir est de mauvaise qualité... beaucoup trop souple il ne poli rien du tout,Mauvaise qualité,fr,beauty,non satisfied
9524,1,Bought a six pack and only need 3 of them. At 3 months one bulb started to flicker and in less than a year the other two have done the same. Switched them out with the spare bulbs and now all six have failed and flickered. I don’t recommend buy this brand.,One Star,en,home_improvement,non satisfied
11320,2,Board does not erase well!!,Weak board,en,office_product,mixed
11445,2,I guess when you buy cheap it’s what you get. The towels are horrible not soft and already raveling. I bought these for the guest bathroom and they are hardly used and more than likely I will buying new ones soon.,Stiff,en,home,mixed
176,4,Collier pour épagneul breton . Il est effectivement rembourré côté peau et réglable.,Chien très chic,fr,pet_products,satisfied
3345,1,Je n'ai pas reçu ma commande veuillez me rembourser j ai assez attendu et rien reçu,Commande non reçu,fr,home,non satisfied
313,5,J'ai utilisé ces rouleaux pour décorer des objets. Ils sont très jolis et faciles à travailler. J'aurais bien aimé avoir des paires de rouleaux identiques pour les objets plus gros.,Très mignons,fr,kitchen,satisfied
4592,3,La petite sacoche aurait été bien si malheureusement ils n'avaient pas imprimé et cousu leur marque rouge sur la poignée de transport. De plus la console avec ses deux manettes et ses câbles on peut très difficilement mettre deux rallonges pour manettes (contrairement à ce qu'il a été dit) On est obligé de mettre les câbles sous la console. Console est est protégée sur les cotés mais absolument pas en dessous ni en dessus (les carrés de mousses ne sont pas découpés dans le sens de la largeur du coup elle touche le boitier.) J'ai été obligé d'en decouper pour la proteger Déçus pour le prix,Moyen,fr,electronics,mixed
5011,3,"J'ai retourné l'article car j'ai trouvé que, même si il est de bonne qualité et semble solide, il n'était pas pratique et rapide à poser sur la valise. De plus, j'ai des doutes sur la longévité pour une utilisation régulière pour les valises qui passent souvent par les aéroports. Et je pense que les douaniers trouvent ça plutôt embêtant donc pas sûr qu'ils puissent prendre le temps de les remettre bien. Je n'ai pas voulu tenter, j'ai préféré acheté une nouvelle valise avec fermeture TSA. Mais lisez l'avis des gens qui auraient essayé ils peuvent peut-être contredire mes craintes par leurs expérience.",Article bonne qualité mais embêtant à ajuster,fr,luggage,mixed
9368,1,I read the reviews and it said it would fit the onsies I have and nope they dont and are not eligible for return.,Dont fit even tho description said they would. Now not eligible for return,en,apparel,non satisfied
5867,3,"j'apprécie le livre ,ça aide beaucoup pour l’éducation de ma chienne 5 mois . certes ça ne fait pas tout mais accompagne très bien les débuts",ça aide,fr,book,mixed
10668,2,they don't expand quite large enough for my high boots so they don't fit snug. I do wear a women's 12 but the calf on my boots is not wide.,they don't expand quite large enough for my high boots ...,en,home,mixed
1444,5,"Très content de cet achat, je le recommande vivement. Livraison rapide donc super. Produit conforme à mes attentes et correspond à la présentation.",Bon produit,fr,musical_instruments,satisfied
6153,5,Good quality and my girlfriend like it.,Five Stars,en,apparel,satisfied
4442,3,Pas très bon au goût,Trop de sucre,fr,grocery,mixed
6741,4,After a couple of uses clean build-up from chip tube to allow chips to fall to heating element.,Great for smoking cheese,en,lawn_and_garden,satisfied
7411,5,"for 32"" computer monitor..easy install, has been in use for months","easy install, has been in use for",en,electronics,satisfied
5623,3,L'équipement est fourni avec les accessoires d'aide au montage. Tout est en deux exemplaires. Sensible au moindre petit choc. Il sera nécessaire de changer les protections de temps à autre.,Un produit qui reste assez fragile,fr,camera,mixed
8100,1,Don't waste your money on these caramels. The texture is not chewy and it does not taste like a true caramel. The actual size of the caramel itself is small. I was very disappointed because I like this brand.,Taste bad!,en,grocery,non satisfied
331,4,"Jusqu'à présent, je n'ai utilisé qu'une protection. Comme je prends soin de mon smartphone, je pense que je ne vais pas changer de si tôt.",Une bonne protection,fr,wireless,satisfied
7661,5,Nice compass. It works well.,Camping Compass,en,other,satisfied
366,5,"Cable épais et agréable. Charge rapide, pas cher",De bonne facture,fr,automotive,satisfied
1954,5,"Livraison rapide, produit conforme, RAS",Très satisfait,fr,apparel,satisfied
8860,1,"No screw holes on side of grille. 3 along the bottom with 14"" center. Have to use drywall anchors. Too late to return...Dont buy!!",Wont screw into studs due to hole placement,en,home_improvement,non satisfied
8964,1,Never came and Amazon issued a refund instead of getting the order to me. What a silly waste of time.,No clue,en,other,non satisfied
1492,5,"Plusieurs smartphone et tablette a charger, chacun son chargeur et sa prise ça devient compliqué.cette solution est génial et elle gère les intensité ,une prise électrique et on peut charger plusieurs appareils, merci.",Adieu la multiprise,fr,wireless,satisfied
532,4,"Plutôt pratique, j'ai pu garder un oeil sur mes chiens en pleine nuit. Tout le monde a trouvé ça sympa et original. Je recommande.",Sympa.,fr,pet_products,satisfied
3715,1,le produit n'a pas été livré il est marqué ;livré et remis à la gardienne personne de l'immeuble n'a receptionné le colis,absence de livraison,fr,wireless,non satisfied
7309,3,Super cute bike but a kickstand would be nice for when the training wheels come off & the stickers started to peel off within the first month.,Needs A Few Improvements!,en,other,satisfied
7068,3,Purchased for my husband. Comfortable. Bracket broke after less than 2 months use.,Comfortable. Bracket broke after less than 2 months use,en,sports,satisfied
7371,5,Your product came highly recommended from a friend of a friend and while I have only used it once since purchase - just received it the other day - her hair looked amazingly healthy and I could see and feel the difference in my own hair - thrilled with my purchase!,Your product came highly recommended from a friend of a friend and while I ...,en,beauty,satisfied
6531,3,I should send it back but I'm too lazy to bother. I keep my pool between 80 and 85 degrees. The floater has a defect... you guessed it.....right between 80 and 85 so I can't really see the exact temp. The little blue one is ok but it is still hard to read if you don't hold it at just the right angle.,Got a defective one,en,lawn_and_garden,satisfied
3806,1,Le produit en question est très joli mais la notice n'est pas assez précise du coup le vélo est très compliqué à monter.,Mauvaise notice,fr,toy,non satisfied
1739,5,Je suis très satisfaite de cet article,"Très satisfaite, vendeur sérieux et envoi rapide",fr,wireless,satisfied
11573,2,"Nice enough, I suppose, but definitely not worth the price at all. Not sterling silver. I will not recommend.",Not Impressed...,en,jewelry,mixed
5711,3,"Dans un kit on attends à ce que l'on puisse l'utiliser sans ajouter d'autres éléments, ce n'est pas le cas, il faut prévoir d'acheter les crochets en plus.",Les crochets ne sont pas inclus,fr,home,mixed
1069,5,Enfin une belle intégrale maigret livraison rapide et soignée,excellent coffret,fr,other,satisfied
10350,2,Placed 4 in RV. Mice still tried to move in.,Easy install. Little effect,en,lawn_and_garden,mixed
5961,3,"Un peu plus grand que ma pointure habituelle mais ça le fait avec de bonnes chaussettes. Chaussures légères et confortables, belles finitions, qualité à voir dans le temps, mais pour l'instant ça correspond à ce que je voulais et livré rapidement. Les lacets tâchés par contre c'est bof. Dommage parce que sinon c'était niquel...",Bien mais...,fr,shoes,mixed
290,4,Fonctionne très bien,Bon prix pour la qualité,fr,home_improvement,satisfied
8708,1,We couldn’t be more disappointed. We always used to purchase this coffee at Costco. The pod has new packaging which causes coffee grounds to fall out into the coffee mug and all over the Keurig. I wasted several pods because my Keurig kept saying it was not the correct pod.,Having coffee with no struggle!,en,grocery,non satisfied
1958,5,Bonne fixation à la paroie Les 2 paniers sont assez larges et permettent d'y ranger plusieurs produits. Les petits crochets en-dessous sont pratiques pour faire sécher les gants. Ne s'oxyde pas dans le temps.,Bon rapport qualité prix,fr,home,satisfied
7590,4,"Some of it fits well like the chest and waist, but the arms and legs are long","Seems warm, weird sizing",en,apparel,satisfied
4874,3,"Une courte histoire que j'ai eu la curiosité de lire. Je le redis : je n'aime pas les histoires courtes ! Mais bon, parfois, même avec ma PAL je suis en manque d'inspiration et je recherche désespérément de l'originalité donc je sors de mes sentiers battus. On assiste à la rencontre de deux jeunes qui se tourne un peu autour puis se complète d'emblée et s'aime immédiatement. Ici, pas de surprise réelle ni de scénario original. Juste un petit moment agréable à passer.",Agréable (2.5),fr,digital_ebook_purchase,mixed
9138,1,I deployed about 8 of these cables last year and about two weeks ago I had 3 of them start to fail. These thin straight cables are junk. Stay away.,Failed in less than 12 months,en,pc,non satisfied
6418,3,this unit works good but it was about 1/2 the size I was expecting,Smaller than expecting,en,home,satisfied
2953,1,Boîte arrivé en mauvais état et le vendeur refuse le retour de l article. La figurine ne tient pas debout. Je déconseille ce vendeur,A fuir,fr,toy,non satisfied
3932,2,Un livre plein de faute d’orthographe...inadmissible! Déçue par le contenu pour ce qui me concerne..mais je laisse le jugement à vous-même....,déçue,fr,digital_ebook_purchase,non satisfied
8173,1,"The first one was dim (light not bright enough) and one of the panels sags. So I asked for a replacement, and they sent me one that's even more broken - an entire panel doesn't light up. I am disappointed in both the product and the customer service.",Disappointing product & service,en,other,non satisfied
8261,1,I microwaved a potato and the rim of the cover melted. I had to pry the rim off the glass platter.,Melted,en,kitchen,non satisfied
3277,2,J’ai bien aimé le Tricycle rouge Mais j’ai du mal avec Le Brasier Je le laisse de côté pour le moment Je le reprendrai cet hiver,Le brasier,fr,book,non satisfied
8003,1,I wanted to love this bra. I ordered one and it came with a torn band. I thought it was a fluke so I returned it for a replacement. I wore the second one only about 5 times before it was ripped along the seam between the cups. I hand washed and took good care of it. It is very comfortable but clearly there's some quality control issues.,Poor quality,en,apparel,non satisfied
4384,3,"Trois étoiles à cause d'un mauvais livreur. N'ayant jamais reçu le produit à cause d'un livreur indélicat, j'ai contacté le vendeur qui m'a répondu très gentiment. Le montant m'a été rapidement remboursé port compris par Amazon. Je tenais à remercier Amazon pour son efficacité.",Amazon efficace et rapide.,fr,home_improvement,mixed
11183,2,Really to small for me.,Two Stars,en,other,mixed
978,4,Un peu chere mais de bonne qualité. Ideal pour assortir avec les serviettes,Satisfaite,fr,kitchen,satisfied
9184,1,This product did not work with my iPhone 7. It said it was not compatible. So I wasted my money and can’t get a refund,So I wasted my money and can’t get a refund,en,wireless,non satisfied
8857,1,Don't buy this product. less than 2 months they have started ripping and tearing.,very bad quality,en,apparel,non satisfied
534,5,"L'éclairage du plan de travail de la cuisine est toujours bien éclairé depuis la mise en place de ce cordon d'éclairage (8 mois). Très souple d'utilisation. Un fer à souder, deux fils électriques pour continuer la pose de cet éclairage à 90°, tout marche à la perfection.",Ca fonctionne !,fr,home,satisfied
8374,1,"Don’t bother, it’s mainly just bad video stock with lo-fi music.",Pay for this? Really?,en,other,non satisfied
4824,3,"elles sont vraiment grosses, ce sali vite et fragile, fait son effet quand même, pour le prix pas mal n",Grosse,fr,apparel,mixed
2952,2,J'ai utilisé ce verre trempé pour mon portable Samsung A40 ce qui est dommage il est trop petit il couvre pas la totalité de l'écran.,Taille du verre trempé,fr,wireless,non satisfied
5897,3,Ma fille de 4 ans adore cette figurine mais je suis un peu déçue des finitions malgré les bons commentaires de ce produit.,Bien mais les finitions ne sont pas parfaites,fr,toy,mixed
7772,4,"I like this percolator, but the tube that you put in the hole in the bottom of the pot is somewhat difficult to get into with the tube. I have messed up my coffee several times this way.",Nice Percolator,en,kitchen,satisfied
1596,5,Conforme à l original très utile pour remplacer cette pièce défectueuse de nos frigos ça fait la deuxième fois que je les change Envoi rapide,Conforme,fr,other,satisfied
4032,3,Aspirateur marche très bien mais le manche le suceur est trop petit,Aspirateur,fr,home_improvement,mixed
2908,2,"Dommage alors que je fais beaucoup pour éviter les les déchets. Les cotons restent tâchés malgré tous les procédés 'trempage, percarbonate, savon etc)",restes tâchés,fr,baby_product,non satisfied
7603,3,Liked the doing things that you never thought of doing before and getting out of your comfort zone. Might make some people be inspired to do the same.,Makes you think about stepping outside of the box,en,digital_ebook_purchase,satisfied
2139,1,Je n’ai pas aimée au final je ne l’ai utilisée que 2 minutes pas d’intérêt pour ma fille.,Porte bb,fr,baby_product,non satisfied
9264,1,The description says its silver and its not! It also has rough edges which can scratch you. Not good quality,Not as expected,en,home,non satisfied
2762,2,J'ai commander 4 lampes et sur les 4 deux éclair forte et deux très faiblement quand au 300 leds j'ai un doute ayant plusieurs types de lampes solaires avec moins de leds elle éclair très bien,300 leds,fr,home,non satisfied
5207,3,"c'est l'histoire d'un bel ordinateur confortable et très silencieux dont on se dit qu'il n'apportera que sérénité et quiétude; c'est alors qu'en tapant qq lettres on découvre un clavier qui perd la boule, puis on s'aperçoit que c'est un QWERTY programmé en AZERTY et impossible de rétablir.... Si qq'un le sait ça pourra aider à éviter de le retourner, merci d'avance.","le clavier QWERTY fonctionne en AZERTY, on y perd son latin",fr,pc,mixed
1364,4,Housse épaisse qui protège bien les appareils à un prix correct,HOUSSE POUR APPAREIL PHOTO,fr,camera,satisfied
349,5,J'ai achete ce testeur pour eviter d'essayer avec mes doigts :-) Impeccable j'ai pu tester a 300m du point de depart... Ca fonctionnait tjs Je recommande sans hesiter,Impeccable pour un prix sympa,fr,lawn_and_garden,satisfied
6445,3,Don’t know if they will last. They seem cheap and have lots of frayed ends and loose threads. Time will tell.....,Seem cheap,en,automotive,satisfied
10690,2,"I bought this for my son to take on a boy scout camping trip. The lid was very loose, felt like it could fall off. Seemed like something is missing from the design. If I had time to return this item and buy a new one before the trip, I would.",Very let down by the quality,en,other,mixed
4247,3,Produit conforme à la description du vendeur à voir avec la durée pour la teinte de la peau,Gélules autobronzant,fr,beauty,mixed
8345,1,"I purchased this charger to mount in my vehicle. Setting up the device was easy, especially the cardboard cutout that helps put the ring in the correct spot. My review is negative because of two things. First, the charger doesn’t charge my phone fast enough. My phone actually loses battery while it’s being used. The second reason is that it doesn’t work through apples silicone case, so I have to remove the case for it to hold my phone up.","Easy setup, doesn’t charge or work through silicone case",en,wireless,non satisfied
7183,4,Great piece for the cost. It's a nice sturdy camo but also light enough to wear in the summer/fall with quarter sleeves. I plan on spicing it up with pins and patches maybe a little sequin.,Great Value,en,apparel,satisfied
6537,4,"Works good, had to cut the bottom ring because the holes in my counter were to close together. Only 2 problems. First when installing it you have to bend the pipe out of the way on the bottom of the faucet because the hose cant fit to screw it in, I was afraid of breaking it but it worked fine. And second, the red and blue dots wont stay in. But it works good and looks nice",Its nice,en,home_improvement,satisfied
4646,3,Conforme à la description. L'éponge s'est cependant abimée très rapidement.,Bien,fr,beauty,mixed
865,4,"reçu comme promis, mais encore testé! merci pour la rapidité !",abs filament,fr,industrial_supplies,satisfied
10026,2,Very easily broken. These didn’t last 5 minutes before the black mesh cover broke off and then it was useless,Needs a better black mesh cover,en,toy,mixed
4231,3,"Beau produit, colle très bien et résiste aux lavages à haute pression ou rouleaux. Mais si comme moi vous êtes perfectionnistes, l'écart entre le logo et le département est bien plus grand que les plaques officielles. J'ai mesuré, j'ai 1cm de trop entre ces 2 éléments.",Bien mais,fr,automotive,mixed
2091,1,"je l'ai commandé il y a bientôt 2 mois pour l'anniversaire de ma fille... Jamais recu !! c'est du vol, de l'arnaque ou du vent ! appellez ca comme vous voulez en attendant moi je deconseille !!!! je suis degouté l'anniversaire de ma fille c'est dans 3 jours, et j'ai pas de cadeau ... moralité je vais courir dans nos bon vieux magasin qui ont pignon sur rue .. Il n'y a rien de tel",jamais recu,fr,sports,non satisfied
113,5,"Reçu rapidement. Produits semblant être de qualité, très maniable. Pas encore testé mais hâte car cela semble très sympa et simple à utiliser.",Super produit,fr,home,satisfied
7706,5,"Excellent HD, Easy to connect and use , Data transfer speed it awesome, cable quality is also good, 100% recommend , you can use this with mac os too, i have mac so it run very smoothly in mac. Worth it !!!",Excellent speed HD !!,en,pc,satisfied
1240,5,Le disque dur est bien protégé,produit conforme à ma commande,fr,pc,satisfied
7958,5,"Buy a few days, come back to review after use, really good, absorb dust very quickly, inside have 2 bag to change wash, put on the table to use very convenient","really good, absorb dust very quickly",en,kitchen,satisfied
560,4,"Utilisé pour installer un autoradio pioneer dans une e46, j’ai surtout apprécié les connectiques fournies pour le branchement, sans quoi je ne pouvais pas poser l’autoradio. La façade est de bonne facture et permet d’éviter le trou bien moche laissé par l'autoradio d’origine. Je retire une étoile car je reste tout de même dubitatif quant à la hauteur de la façade qui de s’encastre pas parfaitement avec la baguette du tableau de bord",Très bon produit,fr,automotive,satisfied
1482,5,comme c'était un cadeau. La personne m'a dit qui était très bien,bon produit,fr,book,satisfied
11008,2,little wimpy for us.. does not fit standard bikes at all. line still get messy..,does not fit most bikes,en,pet_products,mixed
6123,4,"Only had them in my 2012 mustang for about 5 days but so far so good. Nice white color, decent brightness",Nice white color,en,automotive,satisfied
1247,4,Tout a fait la poubelle que je souhaitait qui se monte rapidement et est très efficace dans un placard.,Parfait,fr,home,satisfied
4920,3,Pour le moment il est compliqué de dire si les rideaux protègent vraiment de la chaleur,Petite réserve,fr,home,mixed
6477,4,"This is a lovely, fragrance free oil which leaves your skin very soft. However, when the order arrived it was missing a pump and a top that opens and closes. There was no way I could use it without running the risk of spilling a ton of oil since it only had a screw on top. Amazon refunded me the purchase and I re-ordered the oil. The next order came with the necessary pump and top that will open and close. Perhaps more attention to shipping is needed. That's why I gave it four rather than five stars.",Softens skin but check your order when it arrives,en,beauty,satisfied
9397,1,"I've had this watch for - literally - one year. I wear it about twice a month, three hours a night - it's the watch I use when I work my night job. Well, three weeks ago the battery died. Not the end of the world - I took it to my local jeweler, who replaced the battery and then told me he could NOT get the back of the watch snapped on. He said he tried for over an hour! He felt so bad he didn't even charge me, but he recommended a local watch shop about a mile away. I went there - and he, too, couldn't get the back on the watch. I went to a THIRD watch shop - same story. Then, in desperation, I emailed Timex who said I'd hear from someone within 24 hours - that was almost three days ago. So that's it - I'm done. Am gonna buy a different watch from a different manufacturer and will NEVER buy, nor recommend, Timex watches again.",Watch Out for This Watch,en,watch,non satisfied
266,4,"Vérification pression pneus voiture, precis fait le job.. 4 étoiles car l'embout vissable du gonfleur sur la valve est pas pratique(raccord rapide aurait été plus adapté)","Pas cher,depanne bien",fr,automotive,satisfied
4256,3,Compact Étanchéité limitée mais pour le prix c’est bien,Pas mal pour la rosée,fr,sports,mixed
3052,2,"Je pensais que les boutons son et démarrage étaient accessibles (ce que je comprenais dans la description des photos). En fait la coque les recouvre, ce que je voulais absolument éviter. Il faut appuyer fort et plusieurs fois, ça n'est pas pratique. Je ne recommande pas.",Pas d'ouverture pour les boutons,fr,wireless,non satisfied
11305,2,Well first there was a mistake on the phone number but they quickly sent me a new one. But then the glitter fell off so I glued it back on but it fell off again. Then the other day the whole thing broke off the tag and it's no longer usable. Which isn't good if the dog got lost. Price wise it's not a big deal but the time it's gonna take me to order another one is a hassle.,Didn't last long,en,pet_products,mixed
3070,2,Article reçu avec un emballage en bonne état mais plusieurs planche on des impacts,Mauvaise etat,fr,furniture,non satisfied
5497,3,ou acheter la carte sd merci,carte sd,fr,toy,mixed
11378,2,Hard to extract from pack. Rip while trying to get out.,Buy something else.,en,drugstore,mixed
11565,2,"Instructions say to wash it and air out for a couple days. We aired it out for a week and it still smelled so I returned it. I have a child so the chemical smell bothers us, maybe it doesn't bother some people.",Smells so bad,en,home,mixed
179,5,Qualité très bonne pour le prix.,Fonctionne comme attendu,fr,home_improvement,satisfied
5317,3,Système un peu compliqué à maintenir stable. Un peu déçue.,Problème de stabilité.,fr,home,mixed
4549,3,Fils un peu trop fin,Fils souple,fr,electronics,mixed
8425,1,Handle on the top broke within 15 uses. Couldn’t be fixed. Poor quality,Handle broke fast,en,kitchen,non satisfied
5218,3,Tout est ok sauf le chargeur a induction qui est annoncé comme capable de charger verticalement comme horizontalement (pour les vidéos notamment) et cette dernière fonction est inopérante. C’est dommage pour un produit comme celui-ci,Dommage,fr,wireless,mixed
6617,3,"It has its strong points of be creative and other place it feels lacking. Controls and instructions are basic but not really great. Overall I have not found a reason to love it yet, perhaps because it's still new to me.",Not really sure I like ot.,en,other,satisfied
3197,1,"Pas facile d'utilisation, mes cheveux sont peux être trop long ils m arrivent en bas du dos et impossible de l'utiliser c'est dommage",Pas pratique,fr,beauty,non satisfied
10294,2,These are great but I have to give a lower amount of stars because I received duplicates of two of the organizers and because of this didn’t receive all of them. Not sure how to contact the seller in here,Received incomplete,en,baby_product,mixed
10154,2,Color not as bright or as expected.,Colors not as expected.,en,apparel,mixed
7498,3,Product had rust on it when we received it. The rust was located on many parts of the crate.,Rust,en,pet_products,satisfied
8285,1,"These bottles leak from the dropper so the oil I put in them is now all over the top, the bottle, and the counter below.",These bottles leak,en,beauty,non satisfied
6690,5,Bought as a gift and was well received.,Five Stars,en,electronics,satisfied
2811,2,"déçu ,car livraison ,modifier entre temps, retardé de 3 jour pendant ce temps la mon chien mange quoi ?",decu delais livraison,fr,pet_products,non satisfied
3701,2,l'interieur n'est absolument pas solide,sac a buche,fr,lawn_and_garden,non satisfied
8800,1,I give this a negative review. they did not honor a warranty. do not waste your money.,this warranty is junk,en,wireless,non satisfied
76,4,LIVRE BIEN REÇU RAPIDEMENT PARFAIT ÉTAT MERCI,LIVRE,fr,book,satisfied
